[    3463ms] [INFO] %cDownload the React DevTools for a better development experience: https://react.dev/link/react-devtools font-weight:bold @ http://localhost:3001/_next/static/chunks/node_modules_next_dist_f3530cac._.js:2297
[   99988ms] [WARNING] The resource http://localhost:3001/_next/static/media/03fc1b4a8d284b5e-s.p.af4fcd24.woff2 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ http://localhost:3001/room:0
[  106380ms] [LOG] [Fast Refresh] rebuilding @ http://localhost:3001/_next/static/chunks/node_modules_next_dist_f3530cac._.js:2297
[  108081ms] [LOG] [Fast Refresh] done in 1798ms @ http://localhost:3001/_next/static/chunks/node_modules_next_dist_f3530cac._.js:2297
[  112244ms] [WARNING] The resource http://localhost:3001/_next/static/media/051742360c26797e-s.p.102b7f24.woff2 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ http://localhost:3001/room:0
[  112244ms] [WARNING] The resource http://localhost:3001/_next/static/media/03fc1b4a8d284b5e-s.p.af4fcd24.woff2 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ http://localhost:3001/room:0
[  114077ms] [LOG] [Fast Refresh] rebuilding @ http://localhost:3001/_next/static/chunks/node_modules_next_dist_f3530cac._.js:2297
[  114130ms] [LOG] [Fast Refresh] done in 154ms @ http://localhost:3001/_next/static/chunks/node_modules_next_dist_f3530cac._.js:2297
[  114408ms] [LOG] [LoadingOverlay] Progress: 50% (1/2) active=true @ http://localhost:3001/_next/static/chunks/node_modules_next_dist_f3530cac._.js:2297
[  114409ms] [LOG] [LoadingOverlay] Progress: 100% (2/2) active=false @ http://localhost:3001/_next/static/chunks/node_modules_next_dist_f3530cac._.js:2297
[  114409ms] [LOG] [LoadingOverlay] Complete — 17.4s total @ http://localhost:3001/_next/static/chunks/node_modules_next_dist_f3530cac._.js:2297
[  120818ms] [INFO] %cDownload the React DevTools for a better development experience: https://react.dev/link/react-devtools font-weight:bold @ http://localhost:3001/_next/static/chunks/node_modules_next_dist_f3530cac._.js:2297
[  120988ms] [LOG] [HMR] connected @ http://localhost:3001/_next/static/chunks/node_modules_next_dist_f3530cac._.js:2297
[  125702ms] [WARNING] The resource http://localhost:3001/_next/static/media/051742360c26797e-s.p.102b7f24.woff2 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ http://localhost:3001/?t=1776038220493:0
[  125702ms] [WARNING] The resource http://localhost:3001/_next/static/media/03fc1b4a8d284b5e-s.p.af4fcd24.woff2 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ http://localhost:3001/?t=1776038220493:0
[  145480ms] [WARNING] Detected `scroll-behavior: smooth` on the `<html>` element. To disable smooth scrolling during route transitions, add `data-scroll-behavior="smooth"` to your <html> element. Learn more: https://nextjs.org/docs/messages/missing-data-scroll-behavior @ http://localhost:3001/_next/static/chunks/node_modules_next_dist_f3530cac._.js:2297
[  154952ms] [WARNING] The resource http://localhost:3001/_next/static/media/051742360c26797e-s.p.102b7f24.woff2 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ http://localhost:3001/room:0
[  154952ms] [WARNING] The resource http://localhost:3001/_next/static/media/03fc1b4a8d284b5e-s.p.af4fcd24.woff2 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ http://localhost:3001/room:0
[  204018ms] [WARNING] The resource http://localhost:3001/_next/static/media/051742360c26797e-s.p.102b7f24.woff2 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ http://localhost:3001/room:0
[  204018ms] [WARNING] The resource http://localhost:3001/_next/static/media/03fc1b4a8d284b5e-s.p.af4fcd24.woff2 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ http://localhost:3001/room:0
[  227829ms] [LOG] [LoadingOverlay] Progress: 25% (1/4) active=true @ http://localhost:3001/_next/static/chunks/node_modules_next_dist_f3530cac._.js:2297
[  227870ms] [LOG] [LoadingOverlay] Progress: 2% (2/92) active=true @ http://localhost:3001/_next/static/chunks/node_modules_next_dist_f3530cac._.js:2297
[  227879ms] [LOG] [LoadingOverlay] Progress: 3% (3/92) active=true @ http://localhost:3001/_next/static/chunks/node_modules_next_dist_f3530cac._.js:2297
[  227890ms] [LOG] [LoadingOverlay] Progress: 4% (4/92) active=true @ http://localhost:3001/_next/static/chunks/node_modules_next_dist_f3530cac._.js:2297
[  227893ms] [LOG] [LoadingOverlay] Progress: 5% (5/92) active=true @ http://localhost:3001/_next/static/chunks/node_modules_next_dist_f3530cac._.js:2297
[  227897ms] [LOG] [LoadingOverlay] Progress: 7% (6/92) active=true @ http://localhost:3001/_next/static/chunks/node_modules_next_dist_f3530cac._.js:2297
[  227899ms] [LOG] [LoadingOverlay] Progress: 8% (7/92) active=true @ http://localhost:3001/_next/static/chunks/node_modules_next_dist_f3530cac._.js:2297
[  227902ms] [LOG] [LoadingOverlay] Progress: 9% (8/92) active=true @ http://localhost:3001/_next/static/chunks/node_modules_next_dist_f3530cac._.js:2297
[  227903ms] [LOG] [LoadingOverlay] Progress: 10% (9/92) active=true @ http://localhost:3001/_next/static/chunks/node_modules_next_dist_f3530cac._.js:2297
[  227908ms] [LOG] [LoadingOverlay] Progress: 11% (10/92) active=true @ http://localhost:3001/_next/static/chunks/node_modules_next_dist_f3530cac._.js:2297
[  227911ms] [LOG] [LoadingOverlay] Progress: 12% (11/92) active=true @ http://localhost:3001/_next/static/chunks/node_modules_next_dist_f3530cac._.js:2297
[  227913ms] [LOG] [LoadingOverlay] Progress: 13% (12/92) active=true @ http://localhost:3001/_next/static/chunks/node_modules_next_dist_f3530cac._.js:2297
[  227917ms] [LOG] [LoadingOverlay] Progress: 14% (13/92) active=true @ http://localhost:3001/_next/static/chunks/node_modules_next_dist_f3530cac._.js:2297
[  227919ms] [LOG] [LoadingOverlay] Progress: 15% (14/92) active=true @ http://localhost:3001/_next/static/chunks/node_modules_next_dist_f3530cac._.js:2297
[  227927ms] [LOG] [LoadingOverlay] Progress: 16% (15/92) active=true @ http://localhost:3001/_next/static/chunks/node_modules_next_dist_f3530cac._.js:2297
[  227938ms] [LOG] [LoadingOverlay] Progress: 17% (16/92) active=true @ http://localhost:3001/_next/static/chunks/node_modules_next_dist_f3530cac._.js:2297
[  227946ms] [LOG] [LoadingOverlay] Progress: 18% (17/92) active=true @ http://localhost:3001/_next/static/chunks/node_modules_next_dist_f3530cac._.js:2297
[  227948ms] [LOG] [LoadingOverlay] Progress: 20% (18/92) active=true @ http://localhost:3001/_next/static/chunks/node_modules_next_dist_f3530cac._.js:2297
[  227950ms] [LOG] [LoadingOverlay] Progress: 21% (19/92) active=true @ http://localhost:3001/_next/static/chunks/node_modules_next_dist_f3530cac._.js:2297
[  227952ms] [LOG] [LoadingOverlay] Progress: 22% (20/92) active=true @ http://localhost:3001/_next/static/chunks/node_modules_next_dist_f3530cac._.js:2297
[  227960ms] [LOG] [LoadingOverlay] Progress: 23% (21/92) active=true @ http://localhost:3001/_next/static/chunks/node_modules_next_dist_f3530cac._.js:2297
[  227967ms] [LOG] [LoadingOverlay] Progress: 24% (22/92) active=true @ http://localhost:3001/_next/static/chunks/node_modules_next_dist_f3530cac._.js:2297
[  227968ms] [LOG] [LoadingOverlay] Progress: 25% (23/92) active=true @ http://localhost:3001/_next/static/chunks/node_modules_next_dist_f3530cac._.js:2297
[  227971ms] [LOG] [LoadingOverlay] Progress: 26% (24/92) active=true @ http://localhost:3001/_next/static/chunks/node_modules_next_dist_f3530cac._.js:2297
[  227973ms] [LOG] [LoadingOverlay] Progress: 27% (25/92) active=true @ http://localhost:3001/_next/static/chunks/node_modules_next_dist_f3530cac._.js:2297
[  227975ms] [LOG] [LoadingOverlay] Progress: 28% (26/92) active=true @ http://localhost:3001/_next/static/chunks/node_modules_next_dist_f3530cac._.js:2297
[  227976ms] [LOG] [LoadingOverlay] Progress: 29% (27/92) active=true @ http://localhost:3001/_next/static/chunks/node_modules_next_dist_f3530cac._.js:2297
[  227977ms] [LOG] [LoadingOverlay] Progress: 30% (28/92) active=true @ http://localhost:3001/_next/static/chunks/node_modules_next_dist_f3530cac._.js:2297
[  227978ms] [LOG] [LoadingOverlay] Progress: 32% (29/92) active=true @ http://localhost:3001/_next/static/chunks/node_modules_next_dist_f3530cac._.js:2297
[  227979ms] [LOG] [LoadingOverlay] Progress: 33% (30/92) active=true @ http://localhost:3001/_next/static/chunks/node_modules_next_dist_f3530cac._.js:2297
[  227983ms] [LOG] [LoadingOverlay] Progress: 34% (31/92) active=true @ http://localhost:3001/_next/static/chunks/node_modules_next_dist_f3530cac._.js:2297
[  227986ms] [LOG] [LoadingOverlay] Progress: 35% (32/92) active=true @ http://localhost:3001/_next/static/chunks/node_modules_next_dist_f3530cac._.js:2297
[  227988ms] [LOG] [LoadingOverlay] Progress: 36% (33/92) active=true @ http://localhost:3001/_next/static/chunks/node_modules_next_dist_f3530cac._.js:2297
[  227989ms] [LOG] [LoadingOverlay] Progress: 37% (34/92) active=true @ http://localhost:3001/_next/static/chunks/node_modules_next_dist_f3530cac._.js:2297
[  227991ms] [LOG] [LoadingOverlay] Progress: 38% (35/92) active=true @ http://localhost:3001/_next/static/chunks/node_modules_next_dist_f3530cac._.js:2297
[  227995ms] [LOG] [LoadingOverlay] Progress: 39% (36/92) active=true @ http://localhost:3001/_next/static/chunks/node_modules_next_dist_f3530cac._.js:2297
[  227996ms] [LOG] [LoadingOverlay] Progress: 40% (37/92) active=true @ http://localhost:3001/_next/static/chunks/node_modules_next_dist_f3530cac._.js:2297
[  227997ms] [LOG] [LoadingOverlay] Progress: 41% (38/92) active=true @ http://localhost:3001/_next/static/chunks/node_modules_next_dist_f3530cac._.js:2297
[  227999ms] [LOG] [LoadingOverlay] Progress: 42% (39/92) active=true @ http://localhost:3001/_next/static/chunks/node_modules_next_dist_f3530cac._.js:2297
[  228000ms] [LOG] [LoadingOverlay] Progress: 43% (40/92) active=true @ http://localhost:3001/_next/static/chunks/node_modules_next_dist_f3530cac._.js:2297
[  228000ms] [LOG] [LoadingOverlay] Progress: 45% (41/92) active=true @ http://localhost:3001/_next/static/chunks/node_modules_next_dist_f3530cac._.js:2297
[  228004ms] [LOG] [LoadingOverlay] Progress: 46% (42/92) active=true @ http://localhost:3001/_next/static/chunks/node_modules_next_dist_f3530cac._.js:2297
[  228005ms] [LOG] [LoadingOverlay] Progress: 47% (43/92) active=true @ http://localhost:3001/_next/static/chunks/node_modules_next_dist_f3530cac._.js:2297
[  228007ms] [LOG] [LoadingOverlay] Progress: 48% (44/92) active=true @ http://localhost:3001/_next/static/chunks/node_modules_next_dist_f3530cac._.js:2297
[  228008ms] [LOG] [LoadingOverlay] Progress: 49% (45/92) active=true @ http://localhost:3001/_next/static/chunks/node_modules_next_dist_f3530cac._.js:2297
[  228009ms] [LOG] [LoadingOverlay] Progress: 50% (46/92) active=true @ http://localhost:3001/_next/static/chunks/node_modules_next_dist_f3530cac._.js:2297
[  228010ms] [LOG] [LoadingOverlay] Progress: 51% (47/92) active=true @ http://localhost:3001/_next/static/chunks/node_modules_next_dist_f3530cac._.js:2297
[  228011ms] [LOG] [LoadingOverlay] Progress: 52% (48/92) active=true @ http://localhost:3001/_next/static/chunks/node_modules_next_dist_f3530cac._.js:2297
[  228012ms] [LOG] [LoadingOverlay] Progress: 53% (49/92) active=true @ http://localhost:3001/_next/static/chunks/node_modules_next_dist_f3530cac._.js:2297
[  228015ms] [LOG] [LoadingOverlay] Progress: 54% (50/92) active=true @ http://localhost:3001/_next/static/chunks/node_modules_next_dist_f3530cac._.js:2297
[  228016ms] [LOG] [LoadingOverlay] Progress: 55% (51/92) active=true @ http://localhost:3001/_next/static/chunks/node_modules_next_dist_f3530cac._.js:2297
[  228017ms] [LOG] [LoadingOverlay] Progress: 57% (52/92) active=true @ http://localhost:3001/_next/static/chunks/node_modules_next_dist_f3530cac._.js:2297
[  228018ms] [LOG] [LoadingOverlay] Progress: 58% (53/92) active=true @ http://localhost:3001/_next/static/chunks/node_modules_next_dist_f3530cac._.js:2297
[  228019ms] [LOG] [LoadingOverlay] Progress: 59% (54/92) active=true @ http://localhost:3001/_next/static/chunks/node_modules_next_dist_f3530cac._.js:2297
[  228019ms] [LOG] [LoadingOverlay] Progress: 60% (55/92) active=true @ http://localhost:3001/_next/static/chunks/node_modules_next_dist_f3530cac._.js:2297
[  228020ms] [LOG] [LoadingOverlay] Progress: 61% (56/92) active=true @ http://localhost:3001/_next/static/chunks/node_modules_next_dist_f3530cac._.js:2297
[  228021ms] [LOG] [LoadingOverlay] Progress: 62% (57/92) active=true @ http://localhost:3001/_next/static/chunks/node_modules_next_dist_f3530cac._.js:2297
[  228022ms] [LOG] [LoadingOverlay] Progress: 63% (58/92) active=true @ http://localhost:3001/_next/static/chunks/node_modules_next_dist_f3530cac._.js:2297
[  228023ms] [LOG] [LoadingOverlay] Progress: 64% (59/92) active=true @ http://localhost:3001/_next/static/chunks/node_modules_next_dist_f3530cac._.js:2297
[  228024ms] [LOG] [LoadingOverlay] Progress: 65% (60/92) active=true @ http://localhost:3001/_next/static/chunks/node_modules_next_dist_f3530cac._.js:2297
[  228025ms] [LOG] [LoadingOverlay] Progress: 66% (61/92) active=true @ http://localhost:3001/_next/static/chunks/node_modules_next_dist_f3530cac._.js:2297
[  228026ms] [LOG] [LoadingOverlay] Progress: 67% (62/92) active=true @ http://localhost:3001/_next/static/chunks/node_modules_next_dist_f3530cac._.js:2297
[  228027ms] [LOG] [LoadingOverlay] Progress: 68% (63/92) active=true @ http://localhost:3001/_next/static/chunks/node_modules_next_dist_f3530cac._.js:2297
[  228028ms] [LOG] [LoadingOverlay] Progress: 70% (64/92) active=true @ http://localhost:3001/_next/static/chunks/node_modules_next_dist_f3530cac._.js:2297
[  228028ms] [LOG] [LoadingOverlay] Progress: 71% (65/92) active=true @ http://localhost:3001/_next/static/chunks/node_modules_next_dist_f3530cac._.js:2297
[  228029ms] [LOG] [LoadingOverlay] Progress: 72% (66/92) active=true @ http://localhost:3001/_next/static/chunks/node_modules_next_dist_f3530cac._.js:2297
[  228030ms] [LOG] [LoadingOverlay] Progress: 73% (67/92) active=true @ http://localhost:3001/_next/static/chunks/node_modules_next_dist_f3530cac._.js:2297
[  228031ms] [LOG] [LoadingOverlay] Progress: 74% (68/92) active=true @ http://localhost:3001/_next/static/chunks/node_modules_next_dist_f3530cac._.js:2297
[  228032ms] [LOG] [LoadingOverlay] Progress: 75% (69/92) active=true @ http://localhost:3001/_next/static/chunks/node_modules_next_dist_f3530cac._.js:2297
[  228033ms] [LOG] [LoadingOverlay] Progress: 76% (70/92) active=true @ http://localhost:3001/_next/static/chunks/node_modules_next_dist_f3530cac._.js:2297
[  228035ms] [LOG] [LoadingOverlay] Progress: 77% (71/92) active=true @ http://localhost:3001/_next/static/chunks/node_modules_next_dist_f3530cac._.js:2297
[  228036ms] [LOG] [LoadingOverlay] Progress: 78% (72/92) active=true @ http://localhost:3001/_next/static/chunks/node_modules_next_dist_f3530cac._.js:2297
[  228037ms] [LOG] [LoadingOverlay] Progress: 79% (73/92) active=true @ http://localhost:3001/_next/static/chunks/node_modules_next_dist_f3530cac._.js:2297
[  228039ms] [LOG] [LoadingOverlay] Progress: 80% (74/92) active=true @ http://localhost:3001/_next/static/chunks/node_modules_next_dist_f3530cac._.js:2297
[  228044ms] [LOG] [LoadingOverlay] Progress: 82% (75/92) active=true @ http://localhost:3001/_next/static/chunks/node_modules_next_dist_f3530cac._.js:2297
[  228045ms] [LOG] [LoadingOverlay] Progress: 83% (76/92) active=true @ http://localhost:3001/_next/static/chunks/node_modules_next_dist_f3530cac._.js:2297
[  228046ms] [LOG] [LoadingOverlay] Progress: 84% (77/92) active=true @ http://localhost:3001/_next/static/chunks/node_modules_next_dist_f3530cac._.js:2297
[  228048ms] [LOG] [LoadingOverlay] Progress: 85% (78/92) active=true @ http://localhost:3001/_next/static/chunks/node_modules_next_dist_f3530cac._.js:2297
[  228049ms] [LOG] [LoadingOverlay] Progress: 86% (79/92) active=true @ http://localhost:3001/_next/static/chunks/node_modules_next_dist_f3530cac._.js:2297
[  228050ms] [LOG] [LoadingOverlay] Progress: 87% (80/92) active=true @ http://localhost:3001/_next/static/chunks/node_modules_next_dist_f3530cac._.js:2297
[  228051ms] [LOG] [LoadingOverlay] Progress: 88% (81/92) active=true @ http://localhost:3001/_next/static/chunks/node_modules_next_dist_f3530cac._.js:2297
[  228052ms] [LOG] [LoadingOverlay] Progress: 89% (82/92) active=true @ http://localhost:3001/_next/static/chunks/node_modules_next_dist_f3530cac._.js:2297
[  228053ms] [LOG] [LoadingOverlay] Progress: 90% (83/92) active=true @ http://localhost:3001/_next/static/chunks/node_modules_next_dist_f3530cac._.js:2297
[  228057ms] [LOG] [LoadingOverlay] Progress: 91% (84/92) active=true @ http://localhost:3001/_next/static/chunks/node_modules_next_dist_f3530cac._.js:2297
[  228058ms] [LOG] [LoadingOverlay] Progress: 92% (85/92) active=true @ http://localhost:3001/_next/static/chunks/node_modules_next_dist_f3530cac._.js:2297
[  228059ms] [LOG] [LoadingOverlay] Progress: 93% (86/92) active=true @ http://localhost:3001/_next/static/chunks/node_modules_next_dist_f3530cac._.js:2297
[  228060ms] [LOG] [LoadingOverlay] Progress: 95% (87/92) active=true @ http://localhost:3001/_next/static/chunks/node_modules_next_dist_f3530cac._.js:2297
[  228061ms] [LOG] [LoadingOverlay] Progress: 96% (88/92) active=true @ http://localhost:3001/_next/static/chunks/node_modules_next_dist_f3530cac._.js:2297
[  228063ms] [LOG] [LoadingOverlay] Progress: 97% (89/92) active=true @ http://localhost:3001/_next/static/chunks/node_modules_next_dist_f3530cac._.js:2297
[  228065ms] [LOG] [LoadingOverlay] Progress: 98% (90/92) active=true @ http://localhost:3001/_next/static/chunks/node_modules_next_dist_f3530cac._.js:2297
[  228403ms] [LOG] [LoadingOverlay] Progress: 99% (91/92) active=true @ http://localhost:3001/_next/static/chunks/node_modules_next_dist_f3530cac._.js:2297
[  228636ms] [LOG] [LoadingOverlay] Progress: 100% (92/92) active=false @ http://localhost:3001/_next/static/chunks/node_modules_next_dist_f3530cac._.js:2297
[  228637ms] [LOG] [LoadingOverlay] Complete — 76.7s total @ http://localhost:3001/_next/static/chunks/node_modules_next_dist_f3530cac._.js:2297
[  228672ms] [LOG] [MotelRoom] Bulb spot light wired — pos: [0, 0, 0] target: [0, -3, 0] @ http://localhost:3001/_next/static/chunks/node_modules_next_dist_f3530cac._.js:2297
[  228729ms] [LOG] [MotelRoom] Found bulb mesh "lampara_bombillodata001" at: [0, 0, 0] @ http://localhost:3001/_next/static/chunks/node_modules_next_dist_f3530cac._.js:2297
[  228729ms] [LOG] [MotelRoom] Found bulb mesh "lampara_bombillodata001_1" at: [0, 0, 0] @ http://localhost:3001/_next/static/chunks/node_modules_next_dist_f3530cac._.js:2297
[  228730ms] [LOG] [MotelRoom] Debug state: {lamp: 12, ambient: 0.4, exposure: 1.2, tvGlow: 0.3, glbLight: 200} @ http://localhost:3001/_next/static/chunks/node_modules_next_dist_f3530cac._.js:2297
[  228730ms] [LOG] [MotelRoom] Bulb spot light wired — pos: [0, 0, 0] target: [0, -3, 0] @ http://localhost:3001/_next/static/chunks/node_modules_next_dist_f3530cac._.js:2297
[  230416ms] [LOG] [MotelRoom] Bulb spot light wired — pos: [0, 0, 0] target: [0, -3, 0] @ http://localhost:3001/_next/static/chunks/node_modules_next_dist_f3530cac._.js:2297
[  230429ms] [LOG] [LoadingOverlay] Progress: 0% (92/93) active=true @ http://localhost:3001/_next/static/chunks/node_modules_next_dist_f3530cac._.js:2297
[  230430ms] [WARNING] [.WebGL-0x1140044d200] GL_INVALID_OPERATION: glBlitFramebuffer: Read and write depth stencil attachments cannot be the same image. @ http://localhost:3001/room:0
[  230667ms] [WARNING] [.WebGL-0x1140044d200] GL_INVALID_OPERATION: glBlitFramebuffer: Read and write depth stencil attachments cannot be the same image. @ http://localhost:3001/room:0
[  230684ms] [LOG] [TVScreenHTML] Screen bbox center: [-21.53, 7.71, -1.86] size: [0.43, 2.90, 5.00] @ http://localhost:3001/_next/static/chunks/node_modules_next_dist_f3530cac._.js:2297
[  230686ms] [WARNING] [.WebGL-0x1140044d200] GL_INVALID_OPERATION: glBlitFramebuffer: Read and write depth stencil attachments cannot be the same image. @ http://localhost:3001/room:0
[  230708ms] [WARNING] [.WebGL-0x1140044d200] GL_INVALID_OPERATION: glBlitFramebuffer: Read and write depth stencil attachments cannot be the same image. @ http://localhost:3001/room:0
[  230852ms] [WARNING] [.WebGL-0x1140044d200] GL_INVALID_OPERATION: glBlitFramebuffer: Read and write depth stencil attachments cannot be the same image. @ http://localhost:3001/room:0
[  230862ms] [WARNING] [.WebGL-0x1140044d200] GL_INVALID_OPERATION: glBlitFramebuffer: Read and write depth stencil attachments cannot be the same image. @ http://localhost:3001/room:0
[  230883ms] [WARNING] [.WebGL-0x1140044d200] GL_INVALID_OPERATION: glBlitFramebuffer: Read and write depth stencil attachments cannot be the same image. @ http://localhost:3001/room:0
[  230899ms] [WARNING] [.WebGL-0x1140044d200] GL_INVALID_OPERATION: glBlitFramebuffer: Read and write depth stencil attachments cannot be the same image. @ http://localhost:3001/room:0
[  230914ms] [WARNING] [.WebGL-0x1140044d200] GL_INVALID_OPERATION: glBlitFramebuffer: Read and write depth stencil attachments cannot be the same image. @ http://localhost:3001/room:0
[  230930ms] [WARNING] [.WebGL-0x1140044d200] GL_INVALID_OPERATION: glBlitFramebuffer: Read and write depth stencil attachments cannot be the same image. @ http://localhost:3001/room:0
[  230948ms] [WARNING] [.WebGL-0x1140044d200] GL_INVALID_OPERATION: glBlitFramebuffer: Read and write depth stencil attachments cannot be the same image. @ http://localhost:3001/room:0
[  230964ms] [WARNING] [.WebGL-0x1140044d200] GL_INVALID_OPERATION: glBlitFramebuffer: Read and write depth stencil attachments cannot be the same image. @ http://localhost:3001/room:0
[  230981ms] [WARNING] [.WebGL-0x1140044d200] GL_INVALID_OPERATION: glBlitFramebuffer: Read and write depth stencil attachments cannot be the same image. @ http://localhost:3001/room:0
[  230997ms] [WARNING] [.WebGL-0x1140044d200] GL_INVALID_OPERATION: glBlitFramebuffer: Read and write depth stencil attachments cannot be the same image. @ http://localhost:3001/room:0
[  231013ms] [WARNING] [.WebGL-0x1140044d200] GL_INVALID_OPERATION: glBlitFramebuffer: Read and write depth stencil attachments cannot be the same image. @ http://localhost:3001/room:0
[  231030ms] [WARNING] [.WebGL-0x1140044d200] GL_INVALID_OPERATION: glBlitFramebuffer: Read and write depth stencil attachments cannot be the same image. @ http://localhost:3001/room:0
[  231047ms] [WARNING] [.WebGL-0x1140044d200] GL_INVALID_OPERATION: glBlitFramebuffer: Read and write depth stencil attachments cannot be the same image. @ http://localhost:3001/room:0
[  231063ms] [WARNING] [.WebGL-0x1140044d200] GL_INVALID_OPERATION: glBlitFramebuffer: Read and write depth stencil attachments cannot be the same image. @ http://localhost:3001/room:0
[  231079ms] [WARNING] [.WebGL-0x1140044d200] GL_INVALID_OPERATION: glBlitFramebuffer: Read and write depth stencil attachments cannot be the same image. @ http://localhost:3001/room:0
[  231094ms] [WARNING] [.WebGL-0x1140044d200] GL_INVALID_OPERATION: glBlitFramebuffer: Read and write depth stencil attachments cannot be the same image. @ http://localhost:3001/room:0
[  231110ms] [WARNING] [.WebGL-0x1140044d200] GL_INVALID_OPERATION: glBlitFramebuffer: Read and write depth stencil attachments cannot be the same image. @ http://localhost:3001/room:0
[  231128ms] [WARNING] [.WebGL-0x1140044d200] GL_INVALID_OPERATION: glBlitFramebuffer: Read and write depth stencil attachments cannot be the same image. @ http://localhost:3001/room:0
[  231143ms] [WARNING] [.WebGL-0x1140044d200] GL_INVALID_OPERATION: glBlitFramebuffer: Read and write depth stencil attachments cannot be the same image. @ http://localhost:3001/room:0
[  231160ms] [WARNING] [.WebGL-0x1140044d200] GL_INVALID_OPERATION: glBlitFramebuffer: Read and write depth stencil attachments cannot be the same image. @ http://localhost:3001/room:0
[  231176ms] [WARNING] [.WebGL-0x1140044d200] GL_INVALID_OPERATION: glBlitFramebuffer: Read and write depth stencil attachments cannot be the same image. @ http://localhost:3001/room:0
[  231193ms] [WARNING] [.WebGL-0x1140044d200] GL_INVALID_OPERATION: glBlitFramebuffer: Read and write depth stencil attachments cannot be the same image. @ http://localhost:3001/room:0
[  231205ms] [WARNING] [.WebGL-0x1140044d200] GL_INVALID_OPERATION: glBlitFramebuffer: Read and write depth stencil attachments cannot be the same image. @ http://localhost:3001/room:0
[  231220ms] [WARNING] [.WebGL-0x1140044d200] GL_INVALID_OPERATION: glBlitFramebuffer: Read and write depth stencil attachments cannot be the same image. @ http://localhost:3001/room:0
[  231234ms] [WARNING] [.WebGL-0x1140044d200] GL_INVALID_OPERATION: glBlitFramebuffer: Read and write depth stencil attachments cannot be the same image. @ http://localhost:3001/room:0
[  231250ms] [WARNING] [.WebGL-0x1140044d200] GL_INVALID_OPERATION: glBlitFramebuffer: Read and write depth stencil attachments cannot be the same image. @ http://localhost:3001/room:0
